chr	start	end	log2_TNratio_corrected
2	1000001	2000000	0.0223698829249061
2	2000001	3000000	0.0463648987450302
2	3000001	4000000	NA
2	4000001	5000000	0.0769830433018889
2	6000001	7000000	0.0278080748056572
2	7000001	8000000	0.00159419129328149
2	8000001	9000000	0.00404692833712363
2	9000001	10000000	0.0125936956960793
2	10000001	11000000	-0.00807943342903718
2	11000001	12000000	0.0127835185472885
2	12000001	13000000	0.0213236718191546
2	13000001	14000000	0.0574308343019694
2	14000001	15000000	0.0761006717156132
2	15000001	16000000	0.0211672202670428
2	16000001	17000000	NA
2	17000001	18000000	0.0358265677311481
2	18000001	19000000	0.041046147223461
2	19000001	20000000	0.0530288618970546
2	20000001	21000000	0.0185671187734356
2	21000001	22000000	NA
2	22000001	23000000	0.0675042557356175
2	23000001	24000000	0.0302909815155596
2	24000001	25000000	0.0361727675147045
2	25000001	26000000	0.0191844462735617
2	26000001	27000000	0.00954693257997811
2	27000001	28000000	0.0138302428990108
2	28000001	29000000	0.00419196324925249
2	29000001	30000000	-0.00287088151144547
2	30000001	31000000	0.00801005035113082
2	31000001	32000000	NA
2	32000001	33000000	0.0455644853562967
2	33000001	34000000	NA
2	34000001	35000000	0.0590989268811034
2	35000001	36000000	0.0469163207349738
2	36000001	37000000	0.0544132199927505
2	37000001	38000000	0.0297159904676696
2	38000001	39000000	0.0469043848827235
2	39000001	40000000	0.0143456469901671
2	40000001	41000000	0.070871352621012
2	41000001	42000000	0.0773208718035162
2	42000001	43000000	0.00271458455093094
2	43000001	44000000	0.0272745909313688
2	44000001	45000000	0.0275012047601701
2	45000001	46000000	0.00103943117007162
2	46000001	47000000	-0.0080655744441815
2	47000001	48000000	0.00400039037995833
2	48000001	49000000	0.0739522728846542
2	49000001	50000000	0.0934915529672993
2	50000001	51000000	0.0203218825994958
2	51000001	52000000	0.0414132476332361
2	52000001	53000000	0.104289865817628
2	53000001	54000000	0.0690110019497642
2	54000001	55000000	0.0172837145797915
2	55000001	56000000	0.0656047534443708
2	56000001	57000000	0.0558593749627214
2	57000001	58000000	0.0863033767873785
2	58000001	59000000	0.0487593033022447
2	59000001	60000000	0.0321413409363941
2	60000001	61000000	0.024471128807492
2	61000001	62000000	0.0152101572213208
2	62000001	63000000	0.0313419931054165
2	63000001	64000000	0.0555949951843279
2	64000001	65000000	0.0387939173490457
2	65000001	66000000	0.0328969803622439
2	66000001	67000000	0.0267967119374595
2	67000001	68000000	0.0139122600318445
2	68000001	69000000	0.0670918746248739
2	69000001	70000000	0.00305605049293651
2	70000001	71000000	0.0354535294751548
2	71000001	72000000	0.0787058650805987
2	72000001	73000000	0.0255417208758555
2	73000001	74000000	0.0337009164170707
2	74000001	75000000	0.0479591324202688
2	75000001	76000000	0.056174162303806
2	76000001	77000000	0.0782069869003865
2	77000001	78000000	0.0617446677073923
2	78000001	79000000	0.0459636348217148
2	79000001	80000000	0.0614787744449262
2	80000001	81000000	0.0431308041763799
2	81000001	82000000	0.058964353961355
2	82000001	83000000	0.0289155278734956
2	83000001	84000000	0.0541417260531058
2	84000001	85000000	0.0499154454485099
2	85000001	86000000	0.0471243097494664
2	86000001	87000000	0.037293061913775
2	99000001	100000000	0.0535583353134596
2	100000001	101000000	0.0399106800854541
2	101000001	102000000	0.0120304068405156
2	102000001	103000000	-0.00250740086838863
2	103000001	104000000	0.0436603302703347
2	104000001	105000000	0.0187303861014699
2	105000001	106000000	0.00130860600015697
2	106000001	107000000	0.0296149303005636
2	107000001	108000000	0.0718589850455788
2	108000001	109000000	0.055120109623949
2	109000001	110000000	0.0602591243522328
2	113000001	114000000	0.0880311719745706
2	115000001	116000000	0.0788950243063265
2	116000001	117000000	0.0763595471176547
2	117000001	118000000	0.0891868316457684
2	118000001	119000000	0.0829075509952761
2	119000001	120000000	0.0383206793645251
2	120000001	121000000	0.0179863049662146
2	121000001	122000000	-0.0598642721529943
2	122000001	123000000	0.0363335854079997
2	123000001	124000000	0.0635792112013456
2	124000001	125000000	0.0859965812322709
2	125000001	126000000	0.0809960769531635
2	126000001	127000000	0.0952026887906299
2	127000001	128000000	0.028452896585955
2	128000001	129000000	0.0107139851066443
2	129000001	130000000	0.00486246115703547
2	133000001	134000000	0.0538821541158965
2	134000001	135000000	0.0408858580231389
2	135000001	136000000	0.0314960564396339
2	136000001	137000000	0.0578513230563707
2	137000001	138000000	0.0868014139065313
2	138000001	139000000	0.0575709727551969
2	139000001	140000000	0.0523647612448117
2	140000001	141000000	0.0761409801850906
2	141000001	142000000	0.099468596788746
2	142000001	143000000	0.00455127867128388
2	143000001	144000000	0.0606913538165051
2	144000001	145000000	0.049900502687194
2	145000001	146000000	0.0405537195253111
2	146000001	147000000	-0.019803553252944
2	147000001	148000000	0.0719726926535162
2	148000001	149000000	0.0355834372441802
2	150000001	151000000	0.0660648430326747
2	151000001	152000000	0.0228265936508574
2	152000001	153000000	0.046314651195741
2	153000001	154000000	0.0465865102317433
2	154000001	155000000	0.096465373906673
2	155000001	156000000	0.0369089599516061
2	156000001	157000000	0.0469113979128337
2	157000001	158000000	0.0675319091336301
2	158000001	159000000	0.0654693308381358
2	159000001	160000000	0.0494939479332027
2	160000001	161000000	0.0309093416184772
2	161000001	162000000	0.0514401356480697
2	162000001	163000000	0.10923022015966
2	163000001	164000000	0.0516212665433652
2	164000001	165000000	0.0595594883419719
2	165000001	166000000	0.062586549286194
2	166000001	167000000	0.0632239351754895
2	167000001	168000000	0.0679533041728732
2	168000001	169000000	0.0495130684994369
2	169000001	170000000	0.0171000922024629
2	170000001	171000000	0.0346348313729376
2	171000001	172000000	0.0246440991197405
2	172000001	173000000	0.0373070004800768
2	173000001	174000000	0.0207618418870875
2	174000001	175000000	0.0195904499026036
2	175000001	176000000	0.0396520433810853
2	176000001	177000000	0.0528292009428521
2	177000001	178000000	0.0245815492591402
2	178000001	179000000	0.0448138049943024
2	179000001	180000000	0.0481418191390435
2	180000001	181000000	0.0443165279273016
2	181000001	182000000	0.0532815473810005
2	182000001	183000000	0.0563314349218594
2	183000001	184000000	0.0417170363225979
2	184000001	185000000	0.0789638700291688
2	185000001	186000000	NA
2	186000001	187000000	-0.0544769890040698
2	187000001	188000000	-0.0562955633147576
2	188000001	189000000	0.033440782311796
2	189000001	190000000	0.0496798934367523
2	190000001	191000000	0.0442963668724953
2	191000001	192000000	0.0275289580162056
2	192000001	193000000	0.0339488571425627
2	193000001	194000000	0.0241120857935638
2	194000001	195000000	0.0225543874028054
2	195000001	196000000	0.0470697146480558
2	196000001	197000000	0.0717394191412626
2	197000001	198000000	0.0563867858750887
2	198000001	199000000	0.083369912094754
2	199000001	200000000	0.0569351038359383
2	200000001	201000000	0.0415351075676707
2	201000001	202000000	0.0425862716645573
2	202000001	203000000	0.0472548387092356
2	203000001	204000000	0.063456930050439
2	204000001	205000000	0.0303357473568699
2	205000001	206000000	0.0222525515890943
2	206000001	207000000	-0.00307179711419478
2	207000001	208000000	0.0651451235328878
2	208000001	209000000	0.0279703777300193
2	209000001	210000000	0.0821682969362059
2	210000001	211000000	0.0641351504741521
2	211000001	212000000	0.0706550465611753
2	212000001	213000000	0.0234298156196697
2	213000001	214000000	0.00166231157227072
2	214000001	215000000	0.0559115213220774
2	215000001	216000000	0.068642296563039
2	216000001	217000000	0.0366183548958846
2	217000001	218000000	0.00247977502067193
2	218000001	219000000	0.0072752091921989
2	219000001	220000000	0.0399588532587121
2	220000001	221000000	0.0327254405271947
2	221000001	222000000	0.0469342954510124
2	222000001	223000000	0.0281775877990394
2	223000001	224000000	0.031791686969477
2	224000001	225000000	0.0637799751607598
2	225000001	226000000	0.0325855242386683
2	226000001	227000000	0.0730688680521871
2	227000001	228000000	0.038364969944586
2	228000001	229000000	0.0332960058605251
2	229000001	230000000	0.0897292000643295
2	230000001	231000000	0.0210999179004666
2	231000001	232000000	0.0277766070250796
2	232000001	233000000	0.0358711385205629
2	233000001	234000000	-0.000501338038654285
2	234000001	235000000	NA
2	235000001	236000000	-0.000336953026939285
2	236000001	237000000	-0.0642563537681828
2	237000001	238000000	-0.0131848762314212
2	238000001	239000000	-0.00917435683093074
2	239000001	240000000	NA
2	240000001	241000000	NA
2	241000001	242000000	-0.0551847923345334
2	242000001	243000000	-0.0495566504646024
3	1000001	2000000	-0.177622074054025
3	2000001	3000000	-0.170388919100434
3	3000001	4000000	-0.175288337283596
3	4000001	5000000	-0.187393273177717
3	5000001	6000000	-0.190586643486796
3	6000001	7000000	-0.161144128840861
3	7000001	8000000	-0.216999973419683
3	8000001	9000000	-0.177647335421902
3	9000001	10000000	-0.207580723531032
3	10000001	11000000	-0.210136766189843
3	11000001	12000000	-0.22726351578237
3	12000001	13000000	-0.224648876491034
3	13000001	14000000	-0.273915139644531
3	14000001	15000000	-0.222966834322903
3	15000001	16000000	-0.206288316626436
3	16000001	17000000	-0.207211262406721
3	17000001	18000000	-0.200020278673286
3	18000001	19000000	-0.200950856494
3	19000001	20000000	-0.157453537220245
3	20000001	21000000	-0.178199393083349
3	21000001	22000000	-0.156793847598198
3	22000001	23000000	-0.199925035919639
3	23000001	24000000	-0.205219921176653
3	24000001	25000000	-0.199218720118027
3	25000001	26000000	-0.209759644027434
3	26000001	27000000	-0.147571181301094
3	27000001	28000000	-0.186125984535363
3	28000001	29000000	-0.169213736079006
3	29000001	30000000	-0.214296684385014
3	30000001	31000000	-0.19718899767909
3	31000001	32000000	-0.231481363450266
3	32000001	33000000	-0.207567162330202
3	33000001	34000000	-0.197774293818065
3	34000001	35000000	-0.160981534972143
3	35000001	36000000	-0.196635779122368
3	36000001	37000000	-0.194568685222025
3	37000001	38000000	-0.225666607427793
3	38000001	39000000	-0.211740519536703
3	39000001	40000000	-0.1771367283362
3	40000001	41000000	-0.191294039400607
3	41000001	42000000	-0.184167313643876
3	42000001	43000000	-0.196494550134773
3	43000001	44000000	-0.198418496546847
3	44000001	45000000	-0.220792673874803
3	45000001	46000000	-0.237831980100639
3	46000001	47000000	-0.219644128208852
3	47000001	48000000	-0.212538656635427
3	48000001	49000000	-0.208782976301589
3	49000001	50000000	-0.237659816325777
3	50000001	51000000	-0.218789906896262
3	51000001	52000000	-0.193008461678932
3	52000001	53000000	-0.263895650959259
3	53000001	54000000	-0.198501350908854
3	54000001	55000000	-0.192499531005059
3	55000001	56000000	-0.222562075205527
3	56000001	57000000	-0.202880033660823
3	57000001	58000000	-0.205127418658287
3	58000001	59000000	-0.196658718688088
3	59000001	60000000	-0.209670298342486
3	60000001	61000000	NA
3	61000001	62000000	-0.191109376941774
3	62000001	63000000	-0.244581007144284
3	63000001	64000000	-0.17571730699675
3	64000001	65000000	-0.230252647262688
3	65000001	66000000	-0.177740090885791
3	67000001	68000000	-0.209195716191156
3	68000001	69000000	-0.176468737633656
3	69000001	70000000	-0.213946540906726
3	70000001	71000000	-0.20005709504339
3	71000001	72000000	-0.265966178732341
3	72000001	73000000	-0.205600221417312
3	73000001	74000000	-0.191946577014751
3	74000001	75000000	-0.169237967655214
3	76000001	77000000	-0.204192566051382
3	77000001	78000000	-0.194376254817786
3	78000001	79000000	-0.191420440405145
3	79000001	80000000	-0.23200588343963
3	80000001	81000000	-0.217469599621389
3	81000001	82000000	-0.0797903990774296
3	82000001	83000000	0.0473226765633434
3	83000001	84000000	NA
3	84000001	85000000	0.0435941558824915
3	85000001	86000000	0.00286365279345749
3	86000001	87000000	0.0484017948090848
3	87000001	88000000	0.0636390083127996
3	88000001	89000000	0.0510444184713398
3	89000001	90000000	0.0337447590248395
3	94000001	95000000	0.0632535828465458
3	95000001	96000000	0.0337286098360363
3	96000001	97000000	0.0624418184826654
3	97000001	98000000	0.0684284952003062
3	98000001	99000000	0.0717636280449326
3	99000001	100000000	0.0483193474790808
3	100000001	101000000	0.0348068684709181
3	101000001	102000000	0.0581413365707001
3	102000001	103000000	0.0613218173020987
3	103000001	104000000	0.0275601820726855
3	104000001	105000000	0.0176372729518906
3	105000001	106000000	0.0370218674823083
3	106000001	107000000	0.087689149102396
3	107000001	108000000	0.00949407540530992
3	108000001	109000000	0.0581438226006935
3	109000001	110000000	0.0861134672439951
3	110000001	111000000	0.0674398851371989
3	111000001	112000000	0.051338927584002
3	112000001	113000000	0.0634722497398
3	113000001	114000000	0.0418018433177813
3	114000001	115000000	-0.000802634875994648
3	115000001	116000000	0.055256989111646
3	116000001	117000000	0.0590472591513875
3	117000001	118000000	0.0484915752454763
3	118000001	119000000	0.0593674246540443
3	119000001	120000000	0.0242130998257217
3	120000001	121000000	0.0862916431090671
3	121000001	122000000	0.0934858585159952
3	122000001	123000000	0.0171922496763686
3	123000001	124000000	-0.000930017910995534
3	124000001	125000000	0.00158815617186748
3	126000001	127000000	-0.0427393607209681
3	127000001	128000000	-0.0283814145669091
3	128000001	129000000	-0.00255599488766415
3	130000001	131000000	0.0252162789512914
3	131000001	132000000	0.027122607688421
3	132000001	133000000	0.00803001833292303
3	133000001	134000000	0.0334253313232598
3	134000001	135000000	0.0420620531926256
3	135000001	136000000	0.0460306865088756
3	136000001	137000000	0.0470224630306981
3	137000001	138000000	0.0340159031583069
3	138000001	139000000	0.0192973550077779
3	139000001	140000000	0.00758847173794239
3	140000001	141000000	0.0348488853677429
3	141000001	142000000	0.0143132160941938
3	142000001	143000000	0.0230653733618111
3	143000001	144000000	0.0293816192761762
3	144000001	145000000	0.0231276455878276
3	145000001	146000000	0.0361508314302757
3	146000001	147000000	0.0564357568416702
3	147000001	148000000	0.0351784631775684
3	148000001	149000000	0.0288600373837595
3	149000001	150000000	0.0259894547631567
3	150000001	151000000	0.0445617401961169
3	151000001	152000000	0.039291304411642
3	152000001	153000000	0.0329601115870095
3	153000001	154000000	0.0555319251245475
3	154000001	155000000	0.0458503074307035
3	155000001	156000000	0.0588489088087216
3	156000001	157000000	0.0247517329776952
3	157000001	158000000	0.0612642402565485
3	158000001	159000000	0.0529085232690869
3	159000001	160000000	0.0407902158514446
3	160000001	161000000	0.0380238275489685
3	161000001	162000000	0.0860417388034455
3	162000001	163000000	0.0486469936742724
3	163000001	164000000	0.0543093931544677
3	164000001	165000000	0.0162910412184873
3	165000001	166000000	0.0272066587154675
3	166000001	167000000	0.0499710300601344
3	167000001	168000000	0.0309480631494048
3	168000001	169000000	0.000585039768362827
3	169000001	170000000	0.0388749661203056
3	170000001	171000000	0.0451132656400311
3	171000001	172000000	0.019357985693754
3	172000001	173000000	0.0196262152883524
3	173000001	174000000	0.0482376592766794
3	174000001	175000000	0.0183447146143291
3	175000001	176000000	0.0263427450667301
3	176000001	177000000	0.0540681756274067
3	177000001	178000000	0.00885046578198488
3	178000001	179000000	0.000379719326791405
3	179000001	180000000	-0.0171994638009862
3	180000001	181000000	0.0271426744201591
3	181000001	182000000	0.00912013195656613
3	182000001	183000000	-0.0228181365173641
3	183000001	184000000	-0.0139831733791484
3	184000001	185000000	-0.0413980763284986
3	185000001	186000000	-0.0123004560165325
3	186000001	187000000	-0.00846084313074952
3	187000001	188000000	-0.00412043890729499
3	188000001	189000000	-0.0154737869953944
3	189000001	190000000	-0.02500059237894
3	190000001	191000000	0.00215910822884286
3	191000001	192000000	0.00345521638602238
3	192000001	193000000	-0.0119131379413049
3	193000001	194000000	-0.0467779526652788
3	194000001	195000000	NA
3	196000001	197000000	0.00558956241717306
4	1	1000000	NA
4	1000001	2000000	NA
4	2000001	3000000	-0.0377061710572261
4	3000001	4000000	-0.044140109227379
4	4000001	5000000	0.0158047585361707
4	5000001	6000000	0.00334280584555328
4	6000001	7000000	-0.0457003341479435
4	7000001	8000000	-0.0535880447947168
4	8000001	9000000	NA
4	10000001	11000000	0.00342279761053671
4	11000001	12000000	0.0427228096117184
4	12000001	13000000	0.0874290917868411
4	13000001	14000000	0.0359032835562422
4	14000001	15000000	0.0345288884089811
4	15000001	16000000	0.0265739666177736
4	16000001	17000000	0.0278517064345863
4	17000001	18000000	0.0369994882477319
4	18000001	19000000	0.0577811478350119
4	19000001	20000000	0.0659683807776658
4	20000001	21000000	0.0395367275833541
4	21000001	22000000	0.0515488473105461
4	22000001	23000000	0.0479558574047836
4	23000001	24000000	0.0378794649869413
4	24000001	25000000	0.00652103795000544
4	25000001	26000000	-0.0165370159817726
4	26000001	27000000	0.0140684920053742
4	27000001	28000000	0.0720007320203347
4	28000001	29000000	0.0255451384218055
4	29000001	30000000	0.0140526829876066
4	30000001	31000000	0.0110750429009873
4	31000001	32000000	NA
4	32000001	33000000	NA
4	33000001	34000000	-0.00652982514713758
4	34000001	35000000	-0.00346021523776937
4	35000001	36000000	-0.00348898320710461
4	36000001	37000000	0.029376800309272
4	37000001	38000000	0.0337334761276943
4	38000001	39000000	0.0283837044342664
4	39000001	40000000	0.0235963057758256
4	40000001	41000000	NA
4	41000001	42000000	-0.0214595312140323
4	42000001	43000000	0.0112597035413554
4	43000001	44000000	0.0718468423771864
4	44000001	45000000	0.0626704445733389
4	45000001	46000000	0.0372771337877591
4	46000001	47000000	0.0259606862981213
4	47000001	48000000	0.0470018087104923
4	48000001	49000000	0.0394493253283637
4	53000001	54000000	0.0595775502267475
4	54000001	55000000	0.0445021500578583
4	55000001	56000000	0.0366147202710267
4	56000001	57000000	0.0353398077346643
4	57000001	58000000	0.0161462828921886
4	58000001	59000000	0.0862656216871105
4	59000001	60000000	NA
4	60000001	61000000	0.0206023740358211
4	61000001	62000000	0.0336132668903998
4	62000001	63000000	0.0368986875500637
4	63000001	64000000	0.0275460046940383
4	64000001	65000000	0.00780117223693588
4	65000001	66000000	0.0340151477601418
4	66000001	67000000	0.0182923555187428
4	67000001	68000000	0.0465381937861014
4	68000001	69000000	0.106495634653528
4	69000001	70000000	0.119180385586175
4	70000001	71000000	0.0684367337153477
4	71000001	72000000	0.0451814215967511
4	72000001	73000000	0.0609362800499521
4	73000001	74000000	0.060821009220417
4	74000001	75000000	0.0441108939156018
4	75000001	76000000	NA
4	76000001	77000000	0.0525983857432468
4	77000001	78000000	-0.00428088804960238
4	78000001	79000000	-0.00180306868384849
4	79000001	80000000	0.0316263675358044
4	80000001	81000000	0.0456401772739112
4	81000001	82000000	0.0234776187886127
4	82000001	83000000	0.0323381630834679
4	83000001	84000000	0.0233995826963859
4	84000001	85000000	0.0417472086001132
4	85000001	86000000	0.0333180299971157
4	86000001	87000000	0.044117151081959
4	87000001	88000000	0.0423157177714307
4	88000001	89000000	0.0425161415508421
4	89000001	90000000	0.0235621353850881
4	90000001	91000000	0.0234239178353809
4	91000001	92000000	0.00665788246784039
4	92000001	93000000	0.0715424603361447
4	93000001	94000000	0.033007463890982
4	94000001	95000000	0.05251422512397
4	95000001	96000000	0.0418829554270681
4	96000001	97000000	0.0701815329371371
4	97000001	98000000	0.00934709925694451
4	98000001	99000000	0.0789067084584299
4	99000001	100000000	0.0230552017975375
4	100000001	101000000	0.0723614539382756
4	101000001	102000000	0.0308863943367306
4	102000001	103000000	0.0233879020838938
4	103000001	104000000	0.0453805774491957
4	104000001	105000000	0.0834867534222995
4	105000001	106000000	0.0497602744335471
4	106000001	107000000	0.0382533270438172
4	107000001	108000000	0.0688668426606695
4	108000001	109000000	0.0384252742868309
4	109000001	110000000	0.00787722985400305
4	110000001	111000000	0.0254037366107829
4	111000001	112000000	0.0590129234626089
4	112000001	113000000	0.0535425517164154
4	113000001	114000000	0.0345826909731452
4	114000001	115000000	0.0244032452816658
4	115000001	116000000	0.0359393212572708
4	116000001	117000000	-0.00381864901187232
4	117000001	118000000	-0.0101743228524257
4	118000001	119000000	0.034392357631117
4	120000001	121000000	0.0916097800639931
4	121000001	122000000	0.0363908164667709
4	122000001	123000000	0.0348562028758407
4	123000001	124000000	0.0475177880035291
4	124000001	125000000	0.0441438540208924
4	125000001	126000000	0.0547587784417195
4	126000001	127000000	0.0150431137542013
4	127000001	128000000	0.0694270850814322
4	128000001	129000000	0.0460861700552877
4	129000001	130000000	0.0448880592418265
4	130000001	131000000	0.0621795596489038
4	131000001	132000000	0.000218521046735298
4	133000001	134000000	0.027235081052597
4	134000001	135000000	0.0242533063763244
4	135000001	136000000	0.020569376635012
4	136000001	137000000	0.0334767213539293
4	137000001	138000000	0.0025618007133744
4	138000001	139000000	0.0410123473571776
4	139000001	140000000	0.0404614789308847
4	140000001	141000000	0.0282998643954882
